01001T　土銀富邦R1	TW00001001T8	2005/03/10	上市		CBCIXU	
01002T　土銀國泰R1	TW00001002T6	2005/10/03	上市		CBCIXU	
01003T　兆豐新光R1	TW00001003T4	2005/12/26	上市		CBCIXU	
01004T　土銀富邦R2	TW00001004T2	2006/04/13	上市		CBCIXU	
01007T　兆豐國泰R2	TW00001007T5	2006/10/13	上市		CBCIXU	
01009T　王道圓滿R1	TW00001009T1	2018/06/21	上市		CBCIXU	
01010T　京城樂富R1	TW00001010T9	2018/12/05	上市		CBCIXU
