028,電子零組件
012,食品
018,生技醫療
030,資訊服務
026,光電
263,化學生醫
037,油電燃氣
016,電器電纜
027,通信網路
034,觀光
031,其他電子
021,鋼鐵
017,化學
032,建材營造
029,電子通路
038,其他
025,電腦及週邊
264,電子
015,電機
023,汽車
019,玻璃
014,紡織
035,金融
036,貿易百貨
024,半導體
033,航運
013,塑膠
020,造紙
022,橡膠
011,水泥
273,ETF
270,TDR
